user_id,item_id,event_type,created_at,destination_category,destination_popularity,cultural_score,adventure_score,relaxation_score,category_diversity,trust_score,user_total_feedback_count,is_strong_engagement,has_positive_feedback,label
user_181,dest_68,save_trip,2026-03-02T12:15:54.131Z,cultural,0.845,0.249,0.924,0.334,0.329,0.863,30,1,0,1
user_143,dest_14,view,2026-03-12T09:42:54.778Z,cultural,0.002,0.352,0.639,0.445,0.972,0.853,50,0,0,0
user_45,dest_73,trip_click,2026-03-08T10:55:00.652Z,relaxation,0.296,0.854,0.618,0.567,0.258,0.643,44,1,1,1
user_156,dest_87,view,2026-02-25T17:39:48.315Z,adventure,0.809,0.659,0.811,0.573,0.496,0.610,5,0,0,0
user_88,dest_80,view,2026-03-06T00:38:03.224Z,cultural,0.921,0.793,0.595,0.491,0.770,0.888,11,0,0,0
user_195,dest_8,view,2026-03-13T05:58:53.663Z,cultural,0.494,0.790,0.690,0.260,0.563,0.562,8,0,1,1
user_135,dest_74,view,2026-03-10T00:02:17.953Z,relaxation,0.107,0.543,0.894,0.287,0.349,0.310,42,0,1,1
user_77,dest_73,trip_click,2026-03-07T08:43:50.795Z,relaxation,0.296,0.511,0.245,0.491,0.509,0.734,42,1,1,1
user_125,dest_37,trip_click,2026-02-28T21:01:02.947Z,mixed,0.102,0.651,0.614,0.236,0.281,0.719,32,1,0,1
user_87,dest_49,save_trip,2026-03-04T06:09:49.263Z,adventure,0.998,0.703,0.483,0.736,0.829,0.800,15,1,1,1
user_176,dest_89,trip_click,2026-03-04T22:00:11.084Z,cultural,0.940,0.674,0.645,0.708,0.968,0.393,50,1,0,1
user_83,dest_75,view,2026-03-03T03:24:02.907Z,mixed,0.532,0.409,0.751,0.894,0.249,0.704,11,0,1,1
user_99,dest_73,view,2026-03-02T19:07:11.173Z,relaxation,0.296,0.514,0.796,0.722,0.978,0.694,32,0,1,1
user_81,dest_31,view,2026-03-21T01:41:27.847Z,mixed,0.823,0.783,0.568,0.348,0.606,0.578,8,0,1,1
user_133,dest_60,view,2026-03-20T23:52:09.613Z,mixed,0.516,0.716,0.279,0.947,0.207,0.863,9,0,0,0
user_152,dest_62,save,2026-03-01T01:30:55.851Z,cultural,0.926,0.858,0.436,0.654,0.999,0.417,29,1,1,1
user_2,dest_80,view,2026-03-07T07:11:58.096Z,cultural,0.921,0.468,0.300,0.327,0.270,0.352,49,0,0,0
user_20,dest_1,view,2026-03-02T15:20:05.758Z,mixed,0.520,0.390,0.712,0.286,0.008,0.822,45,0,0,0
user_37,dest_5,book,2026-02-25T12:39:32.988Z,relaxation,0.421,0.781,0.466,0.558,0.232,0.646,16,1,1,1
user_200,dest_54,trip_click,2026-03-19T23:49:35.409Z,mixed,0.492,0.306,0.478,0.771,0.037,0.326,10,1,0,1
user_141,dest_45,view,2026-03-05T03:54:52.143Z,relaxation,0.330,0.408,0.943,0.379,0.662,0.474,1,0,0,0
user_105,dest_87,view,2026-03-25T21:45:58.674Z,adventure,0.809,0.451,0.649,0.388,0.735,0.309,28,0,0,0
user_65,dest_94,view,2026-03-26T14:59:05.313Z,mixed,0.118,0.679,0.700,0.780,0.013,0.796,22,0,1,1
user_197,dest_76,view,2026-03-21T19:23:52.127Z,cultural,0.913,0.437,0.218,0.954,0.831,0.588,12,0,0,0
user_5,dest_35,view,2026-03-10T22:57:55.018Z,adventure,0.173,0.453,0.729,0.508,0.466,0.801,35,0,1,1
user_21,dest_25,trip_click,2026-03-27T05:04:36.569Z,mixed,0.412,0.663,0.225,0.230,0.069,0.406,24,1,0,1
user_20,dest_74,view,2026-03-10T02:23:02.559Z,relaxation,0.107,0.390,0.712,0.286,0.008,0.822,45,0,0,0
user_189,dest_70,trip_click,2026-03-19T11:38:47.740Z,adventure,0.314,0.913,0.219,0.628,0.443,0.705,29,1,0,1
user_102,dest_51,save,2026-02-26T09:11:46.110Z,mixed,0.666,0.881,0.579,0.513,0.432,0.730,2,1,0,1
user_141,dest_4,book,2026-03-21T02:12:02.136Z,adventure,0.523,0.408,0.943,0.379,0.662,0.474,1,1,1,1
user_48,dest_15,view,2026-03-21T03:13:59.543Z,adventure,0.719,0.332,0.385,0.502,0.387,0.499,46,0,0,0
user_4,dest_16,save,2026-03-01T02:22:29.606Z,relaxation,0.677,0.491,0.965,0.500,0.039,0.679,18,1,0,1
user_182,dest_25,trip_click,2026-03-27T04:50:11.206Z,mixed,0.412,0.582,0.334,0.246,0.421,0.339,19,1,0,1
user_128,dest_67,view,2026-03-12T03:59:02.097Z,cultural,0.409,0.550,0.901,0.711,0.166,0.735,4,0,0,0
user_165,dest_92,save,2026-02-27T16:40:12.700Z,adventure,0.747,0.652,0.952,0.358,0.576,0.510,8,1,1,1
user_47,dest_89,book,2026-03-07T13:55:02.389Z,cultural,0.940,0.229,0.464,0.606,0.980,0.683,9,1,1,1
user_108,dest_33,save_trip,2026-03-12T16:42:53.448Z,relaxation,0.784,0.307,0.864,0.623,0.343,0.548,39,1,0,1
user_83,dest_41,save_trip,2026-03-22T23:35:42.944Z,relaxation,0.335,0.409,0.751,0.894,0.249,0.704,11,1,0,1
user_87,dest_70,view,2026-03-20T08:19:47.003Z,adventure,0.314,0.703,0.483,0.736,0.829,0.800,15,0,0,0
user_44,dest_38,save_trip,2026-03-16T20:14:26.790Z,relaxation,0.369,0.574,0.330,0.903,0.354,0.649,10,1,1,1
user_2,dest_26,save,2026-03-05T03:13:44.365Z,mixed,0.131,0.468,0.300,0.327,0.270,0.352,49,1,0,1
user_19,dest_58,trip_click,2026-03-16T06:11:51.067Z,cultural,0.708,0.822,0.607,0.631,0.337,0.548,13,1,0,1
user_122,dest_62,view,2026-03-22T03:08:49.631Z,cultural,0.926,0.240,0.725,0.926,0.106,0.317,26,0,0,0
user_22,dest_21,trip_click,2026-03-02T13:11:45.815Z,relaxation,0.612,0.508,0.904,0.267,0.391,0.604,37,1,0,1
user_10,dest_63,save,2026-02-27T04:07:51.861Z,mixed,0.638,0.235,0.847,0.365,0.202,0.862,2,1,1,1
user_69,dest_26,save,2026-02-26T10:28:54.434Z,mixed,0.131,0.426,0.768,0.784,0.406,0.318,20,1,0,1
user_129,dest_35,book,2026-03-26T18:46:35.879Z,adventure,0.173,0.457,0.878,0.604,0.370,0.628,45,1,0,1
user_161,dest_17,save_trip,2026-03-11T17:49:30.156Z,adventure,0.178,0.914,0.753,0.281,0.229,0.653,32,1,0,1
user_120,dest_4,view,2026-03-04T13:56:14.971Z,adventure,0.523,0.766,0.716,0.962,0.085,0.686,12,0,0,0
user_192,dest_40,view,2026-02-26T16:41:45.171Z,mixed,0.358,0.301,0.622,0.637,0.598,0.357,45,0,0,0
user_16,dest_88,view,2026-03-03T15:40:04.352Z,adventure,0.293,0.293,0.921,0.494,0.742,0.349,29,0,1,1
user_31,dest_73,view,2026-03-08T19:06:25.819Z,relaxation,0.296,0.764,0.760,0.618,0.662,0.602,50,0,0,0
user_171,dest_30,save_trip,2026-03-12T13:13:04.987Z,mixed,0.922,0.749,0.303,0.530,0.117,0.301,38,1,1,1
user_152,dest_43,view,2026-03-05T19:20:06.623Z,adventure,0.661,0.858,0.436,0.654,0.999,0.417,29,0,0,0
user_33,dest_82,view,2026-03-16T14:36:18.860Z,adventure,0.513,0.521,0.482,0.886,0.547,0.626,19,0,1,1
user_158,dest_95,book,2026-03-03T12:22:05.381Z,relaxation,0.458,0.783,0.713,0.383,0.494,0.377,13,1,0,1
user_34,dest_29,view,2026-02-28T02:52:31.073Z,cultural,0.232,0.577,0.296,0.763,0.439,0.858,21,0,0,0
user_121,dest_76,trip_click,2026-03-02T09:18:15.828Z,cultural,0.913,0.531,0.734,0.623,0.327,0.776,30,1,0,1
user_115,dest_29,save_trip,2026-03-13T06:27:17.556Z,cultural,0.232,0.767,0.657,0.205,0.808,0.648,42,1,0,1
user_180,dest_18,view,2026-03-16T13:05:52.767Z,mixed,0.135,0.273,0.279,0.711,0.611,0.887,30,0,0,0
user_75,dest_93,book,2026-03-13T00:28:56.297Z,relaxation,0.842,0.438,0.503,0.768,0.512,0.644,44,1,1,1
user_136,dest_89,view,2026-03-02T18:03:54.537Z,cultural,0.940,0.441,0.272,0.706,0.312,0.570,50,0,0,0
user_133,dest_57,save,2026-03-07T04:22:34.602Z,mixed,0.833,0.716,0.279,0.947,0.207,0.863,9,1,1,1
user_19,dest_68,save,2026-02-26T14:39:43.287Z,cultural,0.845,0.822,0.607,0.631,0.337,0.548,13,1,0,1
user_65,dest_61,save,2026-03-12T15:47:23.650Z,relaxation,0.454,0.679,0.700,0.780,0.013,0.796,22,1,1,1
user_135,dest_41,view,2026-03-10T05:22:22.796Z,relaxation,0.335,0.543,0.894,0.287,0.349,0.310,42,0,1,1
user_183,dest_5,book,2026-02-27T19:52:18.237Z,relaxation,0.421,0.422,0.699,0.262,0.585,0.368,6,1,0,1
user_18,dest_54,view,2026-03-14T18:10:29.190Z,mixed,0.492,0.245,0.739,0.464,0.851,0.492,44,0,1,1
user_187,dest_59,view,2026-03-22T05:07:07.760Z,adventure,0.746,0.714,0.901,0.534,0.564,0.373,37,0,0,0
user_69,dest_55,save,2026-03-24T14:31:16.139Z,mixed,0.554,0.426,0.768,0.784,0.406,0.318,20,1,1,1
user_196,dest_8,save,2026-03-10T05:20:12.228Z,cultural,0.494,0.493,0.762,0.651,0.473,0.512,48,1,0,1
user_41,dest_96,view,2026-03-26T17:45:49.703Z,mixed,0.579,0.729,0.517,0.762,0.902,0.530,14,0,1,1
user_112,dest_92,save,2026-03-21T20:12:53.476Z,adventure,0.747,0.703,0.303,0.305,0.222,0.531,18,1,0,1
user_83,dest_78,save_trip,2026-02-28T20:40:06.943Z,relaxation,0.018,0.409,0.751,0.894,0.249,0.704,11,1,1,1
user_180,dest_34,view,2026-03-20T20:11:29.306Z,adventure,0.202,0.273,0.279,0.711,0.611,0.887,30,0,0,0
user_157,dest_53,book,2026-03-16T16:28:17.668Z,mixed,0.196,0.651,0.535,0.899,0.270,0.468,6,1,0,1
user_114,dest_67,book,2026-03-26T22:08:20.072Z,cultural,0.409,0.615,0.629,0.217,0.529,0.589,8,1,0,1
user_57,dest_12,trip_click,2026-03-16T03:40:29.396Z,cultural,0.815,0.617,0.371,0.380,0.625,0.373,29,1,0,1
user_143,dest_50,save,2026-02-27T00:24:29.661Z,relaxation,0.981,0.352,0.639,0.445,0.972,0.853,50,1,0,1
user_200,dest_43,trip_click,2026-03-21T12:59:24.715Z,adventure,0.661,0.306,0.478,0.771,0.037,0.326,10,1,0,1
user_117,dest_9,trip_click,2026-03-10T01:59:28.129Z,relaxation,0.409,0.405,0.431,0.725,0.886,0.505,1,1,0,1
user_166,dest_91,trip_click,2026-02-26T10:07:53.890Z,cultural,0.181,0.917,0.430,0.465,0.139,0.403,7,1,0,1
user_105,dest_73,view,2026-03-11T04:12:15.957Z,relaxation,0.296,0.451,0.649,0.388,0.735,0.309,28,0,0,0
user_60,dest_20,view,2026-03-10T05:31:33.100Z,adventure,0.109,0.885,0.401,0.570,0.979,0.733,18,0,1,1
user_177,dest_41,book,2026-02-25T21:27:03.401Z,relaxation,0.335,0.450,0.729,0.565,0.601,0.554,15,1,1,1
user_147,dest_14,view,2026-03-04T06:35:31.841Z,cultural,0.002,0.751,0.245,0.645,0.934,0.850,49,0,1,1
user_92,dest_6,view,2026-03-08T18:02:28.920Z,mixed,0.053,0.770,0.769,0.682,0.392,0.748,13,0,0,0
user_182,dest_14,view,2026-02-26T15:15:11.572Z,cultural,0.002,0.582,0.334,0.246,0.421,0.339,19,0,1,1
user_155,dest_14,view,2026-03-05T00:06:17.005Z,cultural,0.002,0.725,0.257,0.394,0.994,0.707,11,0,1,1
user_8,dest_41,save_trip,2026-03-04T01:36:51.536Z,relaxation,0.335,0.680,0.719,0.347,0.197,0.349,43,1,1,1
user_75,dest_47,view,2026-03-19T09:18:10.268Z,cultural,0.680,0.438,0.503,0.768,0.512,0.644,44,0,1,1
user_41,dest_62,trip_click,2026-02-26T06:09:45.106Z,cultural,0.926,0.729,0.517,0.762,0.902,0.530,14,1,1,1
user_46,dest_45,book,2026-03-09T14:39:17.557Z,relaxation,0.330,0.355,0.719,0.687,0.630,0.557,45,1,0,1
user_72,dest_79,view,2026-03-08T02:27:15.226Z,mixed,0.516,0.972,0.346,0.328,0.108,0.322,31,0,1,1
user_180,dest_82,view,2026-03-03T01:23:49.468Z,adventure,0.513,0.273,0.279,0.711,0.611,0.887,30,0,1,1
user_108,dest_40,view,2026-03-25T15:15:50.648Z,mixed,0.358,0.307,0.864,0.623,0.343,0.548,39,0,0,0
user_37,dest_59,view,2026-02-28T01:00:29.383Z,adventure,0.746,0.781,0.466,0.558,0.232,0.646,16,0,1,1
user_191,dest_99,view,2026-03-24T22:16:50.547Z,adventure,0.292,0.206,0.413,0.702,0.693,0.744,28,0,0,0
user_4,dest_11,trip_click,2026-03-02T04:03:53.909Z,cultural,0.664,0.491,0.965,0.500,0.039,0.679,18,1,0,1
user_141,dest_46,trip_click,2026-03-14T13:52:14.430Z,mixed,0.807,0.408,0.943,0.379,0.662,0.474,1,1,0,1
user_113,dest_46,save,2026-03-14T03:12:17.942Z,mixed,0.807,0.536,0.801,0.588,0.286,0.865,43,1,1,1
user_167,dest_30,save_trip,2026-03-26T09:10:01.031Z,mixed,0.922,0.326,0.781,0.534,0.096,0.316,3,1,1,1
user_131,dest_26,view,2026-03-17T21:46:30.792Z,mixed,0.131,0.408,0.759,0.386,0.430,0.422,5,0,1,1
user_65,dest_52,view,2026-03-08T06:50:53.049Z,mixed,0.436,0.679,0.700,0.780,0.013,0.796,22,0,1,1
user_10,dest_95,view,2026-03-10T10:08:43.388Z,relaxation,0.458,0.235,0.847,0.365,0.202,0.862,2,0,0,0
user_177,dest_62,book,2026-03-10T19:20:46.959Z,cultural,0.926,0.450,0.729,0.565,0.601,0.554,15,1,1,1
user_17,dest_69,view,2026-03-02T00:38:54.537Z,relaxation,0.190,0.610,0.955,0.713,0.434,0.587,31,0,0,0
user_191,dest_18,view,2026-03-13T04:32:26.652Z,mixed,0.135,0.206,0.413,0.702,0.693,0.744,28,0,0,0
user_11,dest_98,view,2026-03-18T16:30:59.292Z,adventure,0.615,0.418,0.856,0.344,0.255,0.686,26,0,1,1
user_192,dest_38,save,2026-02-25T22:06:04.420Z,relaxation,0.369,0.301,0.622,0.637,0.598,0.357,45,1,1,1
user_72,dest_96,book,2026-03-20T02:49:47.005Z,mixed,0.579,0.972,0.346,0.328,0.108,0.322,31,1,0,1
user_107,dest_65,book,2026-03-17T00:52:52.570Z,adventure,0.662,0.238,0.691,0.748,0.718,0.501,5,1,1,1
user_101,dest_36,save_trip,2026-03-17T01:57:38.523Z,adventure,0.235,0.477,0.848,0.446,0.622,0.699,49,1,1,1
user_140,dest_54,view,2026-03-05T05:46:14.809Z,mixed,0.492,0.415,0.651,0.628,0.214,0.334,38,0,1,1
user_115,dest_17,view,2026-03-13T09:27:24.788Z,adventure,0.178,0.767,0.657,0.205,0.808,0.648,42,0,0,0
user_104,dest_63,view,2026-03-10T17:01:12.563Z,mixed,0.638,0.366,0.676,0.670,0.727,0.517,35,0,0,0
user_56,dest_21,save_trip,2026-03-07T01:55:27.269Z,relaxation,0.612,0.330,0.633,0.352,0.766,0.793,26,1,0,1
user_102,dest_1,trip_click,2026-03-13T11:47:04.946Z,mixed,0.520,0.881,0.579,0.513,0.432,0.730,2,1,0,1
user_177,dest_29,view,2026-03-12T19:05:11.947Z,cultural,0.232,0.450,0.729,0.565,0.601,0.554,15,0,0,0
user_19,dest_26,view,2026-03-18T05:56:08.604Z,mixed,0.131,0.822,0.607,0.631,0.337,0.548,13,0,0,0
user_187,dest_18,book,2026-03-14T08:38:08.378Z,mixed,0.135,0.714,0.901,0.534,0.564,0.373,37,1,0,1
user_181,dest_52,view,2026-03-14T09:04:06.230Z,mixed,0.436,0.249,0.924,0.334,0.329,0.863,30,0,0,0
user_105,dest_97,trip_click,2026-03-19T12:33:34.269Z,cultural,0.668,0.451,0.649,0.388,0.735,0.309,28,1,0,1
user_143,dest_66,book,2026-03-12T00:08:03.952Z,adventure,0.876,0.352,0.639,0.445,0.972,0.853,50,1,0,1
user_33,dest_44,save,2026-03-14T06:25:21.064Z,relaxation,0.477,0.521,0.482,0.886,0.547,0.626,19,1,0,1
user_108,dest_38,view,2026-03-18T20:13:41.934Z,relaxation,0.369,0.307,0.864,0.623,0.343,0.548,39,0,1,1
user_164,dest_28,trip_click,2026-03-01T10:07:42.426Z,mixed,0.262,0.645,0.616,0.831,0.896,0.793,1,1,1,1
user_94,dest_17,save_trip,2026-02-25T22:27:53.490Z,adventure,0.178,0.975,0.427,0.466,0.351,0.864,9,1,1,1
user_102,dest_85,view,2026-03-26T21:12:39.423Z,mixed,0.524,0.881,0.579,0.513,0.432,0.730,2,0,0,0
user_185,dest_91,trip_click,2026-03-22T12:35:17.174Z,cultural,0.181,0.631,0.201,0.228,0.851,0.592,16,1,0,1
user_173,dest_72,view,2026-03-17T04:22:12.167Z,cultural,0.624,0.878,0.333,0.473,0.343,0.305,4,0,1,1
user_200,dest_55,save_trip,2026-03-26T05:11:53.087Z,mixed,0.554,0.306,0.478,0.771,0.037,0.326,10,1,0,1
user_18,dest_31,trip_click,2026-03-03T20:32:01.760Z,mixed,0.823,0.245,0.739,0.464,0.851,0.492,44,1,1,1
user_153,dest_68,book,2026-03-04T23:44:20.467Z,cultural,0.845,0.623,0.995,0.245,0.673,0.815,43,1,1,1
user_60,dest_36,save,2026-03-10T15:48:17.549Z,adventure,0.235,0.885,0.401,0.570,0.979,0.733,18,1,0,1
user_90,dest_58,view,2026-03-22T02:34:48.987Z,cultural,0.708,0.433,0.408,0.730,0.730,0.617,18,0,0,0
user_59,dest_78,view,2026-02-27T11:51:10.658Z,relaxation,0.018,0.683,0.485,0.705,0.968,0.847,35,0,0,0
user_140,dest_36,book,2026-03-16T06:37:32.528Z,adventure,0.235,0.415,0.651,0.628,0.214,0.334,38,1,0,1
user_127,dest_14,view,2026-02-27T02:31:47.109Z,cultural,0.002,0.993,0.208,0.700,0.459,0.483,45,0,1,1
user_157,dest_14,view,2026-03-04T15:12:48.677Z,cultural,0.002,0.651,0.535,0.899,0.270,0.468,6,0,1,1
user_141,dest_60,view,2026-03-01T11:34:09.937Z,mixed,0.516,0.408,0.943,0.379,0.662,0.474,1,0,1,1
user_182,dest_4,view,2026-03-06T10:02:11.151Z,adventure,0.523,0.582,0.334,0.246,0.421,0.339,19,0,1,1
user_83,dest_90,save,2026-02-28T11:36:41.358Z,cultural,0.048,0.409,0.751,0.894,0.249,0.704,11,1,0,1
user_79,dest_79,book,2026-03-04T12:58:35.398Z,mixed,0.516,0.710,0.377,0.543,0.156,0.330,40,1,0,1
user_97,dest_63,save_trip,2026-03-23T14:22:19.712Z,mixed,0.638,0.613,0.674,0.710,0.767,0.673,45,1,0,1
user_127,dest_87,book,2026-03-15T03:47:16.942Z,adventure,0.809,0.993,0.208,0.700,0.459,0.483,45,1,0,1
user_19,dest_59,view,2026-03-23T06:24:45.360Z,adventure,0.746,0.822,0.607,0.631,0.337,0.548,13,0,0,0
user_130,dest_52,view,2026-02-27T14:06:07.814Z,mixed,0.436,0.846,0.778,0.683,0.992,0.362,1,0,0,0
user_153,dest_64,book,2026-03-03T01:22:19.747Z,relaxation,0.331,0.623,0.995,0.245,0.673,0.815,43,1,1,1
user_109,dest_57,book,2026-03-12T10:07:02.890Z,mixed,0.833,0.341,0.580,0.240,0.353,0.304,3,1,1,1
user_132,dest_96,trip_click,2026-03-11T21:29:31.287Z,mixed,0.579,0.613,0.646,0.387,0.475,0.688,6,1,0,1
user_22,dest_43,book,2026-02-27T07:11:45.450Z,adventure,0.661,0.508,0.904,0.267,0.391,0.604,37,1,0,1
user_27,dest_26,view,2026-03-18T16:02:25.693Z,mixed,0.131,0.828,0.331,0.643,0.258,0.609,38,0,0,0
user_69,dest_100,trip_click,2026-02-28T11:41:51.946Z,mixed,0.684,0.426,0.768,0.784,0.406,0.318,20,1,0,1
user_9,dest_17,view,2026-03-23T13:26:47.673Z,adventure,0.178,0.529,0.869,0.606,0.697,0.783,40,0,0,0
user_89,dest_74,view,2026-03-09T23:37:53.616Z,relaxation,0.107,0.290,0.963,0.697,0.174,0.650,49,0,0,0
user_178,dest_37,view,2026-03-25T11:53:42.225Z,mixed,0.102,0.321,0.555,0.866,0.264,0.412,27,0,0,0
user_23,dest_57,book,2026-03-02T08:02:44.748Z,mixed,0.833,0.339,0.770,0.623,0.550,0.550,13,1,1,1
user_82,dest_54,trip_click,2026-03-08T01:04:16.302Z,mixed,0.492,0.382,0.741,0.593,0.278,0.637,43,1,1,1
user_69,dest_51,view,2026-03-05T02:06:44.469Z,mixed,0.666,0.426,0.768,0.784,0.406,0.318,20,0,0,0
user_61,dest_58,view,2026-03-16T17:04:05.554Z,cultural,0.708,0.905,0.519,0.482,0.591,0.557,12,0,1,1
user_162,dest_95,save_trip,2026-03-18T06:00:49.728Z,relaxation,0.458,0.737,0.444,0.574,0.031,0.386,49,1,0,1
user_169,dest_41,book,2026-03-21T19:09:06.550Z,relaxation,0.335,0.295,0.524,0.674,0.338,0.787,16,1,0,1
user_84,dest_40,view,2026-03-22T16:49:05.515Z,mixed,0.358,0.628,0.388,0.211,0.548,0.314,29,0,1,1
user_135,dest_59,book,2026-03-06T20:54:15.502Z,adventure,0.746,0.543,0.894,0.287,0.349,0.310,42,1,1,1
user_146,dest_69,save_trip,2026-03-16T07:18:51.745Z,relaxation,0.190,0.988,0.761,0.765,0.096,0.325,50,1,0,1
user_191,dest_41,trip_click,2026-03-15T18:43:42.852Z,relaxation,0.335,0.206,0.413,0.702,0.693,0.744,28,1,0,1
user_112,dest_38,view,2026-03-04T19:43:19.394Z,relaxation,0.369,0.703,0.303,0.305,0.222,0.531,18,0,0,0
user_119,dest_19,book,2026-02-28T18:59:08.379Z,relaxation,0.898,0.648,0.758,0.698,0.237,0.503,13,1,1,1
user_37,dest_81,trip_click,2026-03-09T10:21:42.766Z,mixed,0.404,0.781,0.466,0.558,0.232,0.646,16,1,1,1
user_63,dest_38,trip_click,2026-03-10T05:28:28.046Z,relaxation,0.369,0.542,0.453,0.694,0.330,0.367,31,1,0,1
user_3,dest_23,view,2026-03-09T10:22:01.727Z,adventure,0.924,0.229,0.708,0.678,0.850,0.538,48,0,0,0
user_115,dest_12,book,2026-03-16T13:28:56.914Z,cultural,0.815,0.767,0.657,0.205,0.808,0.648,42,1,0,1
user_28,dest_60,book,2026-03-24T18:38:50.462Z,mixed,0.516,0.383,0.742,0.548,0.131,0.797,8,1,0,1
user_72,dest_94,save_trip,2026-02-25T23:19:46.149Z,mixed,0.118,0.972,0.346,0.328,0.108,0.322,31,1,0,1
user_56,dest_49,save_trip,2026-03-09T19:56:52.050Z,adventure,0.998,0.330,0.633,0.352,0.766,0.793,26,1,0,1
user_145,dest_27,view,2026-03-20T08:46:53.588Z,cultural,0.284,0.667,0.570,0.770,0.030,0.466,27,0,1,1
user_185,dest_16,save,2026-03-05T18:33:52.704Z,relaxation,0.677,0.631,0.201,0.228,0.851,0.592,16,1,0,1
user_149,dest_93,view,2026-03-26T10:41:49.600Z,relaxation,0.842,0.524,0.400,0.948,0.831,0.459,24,0,0,0
user_200,dest_74,view,2026-02-28T14:08:10.409Z,relaxation,0.107,0.306,0.478,0.771,0.037,0.326,10,0,0,0
user_85,dest_80,save,2026-03-01T08:33:46.257Z,cultural,0.921,0.619,0.621,0.224,0.906,0.446,46,1,0,1
user_84,dest_55,view,2026-03-14T16:27:20.246Z,mixed,0.554,0.628,0.388,0.211,0.548,0.314,29,0,1,1
user_33,dest_6,view,2026-03-14T03:53:52.305Z,mixed,0.053,0.521,0.482,0.886,0.547,0.626,19,0,0,0
user_74,dest_17,book,2026-03-27T08:49:38.483Z,adventure,0.178,0.789,0.404,0.596,0.066,0.883,21,1,0,1
user_176,dest_2,save,2026-03-10T18:25:13.774Z,relaxation,0.592,0.674,0.645,0.708,0.968,0.393,50,1,1,1
user_8,dest_52,view,2026-03-26T08:02:06.377Z,mixed,0.436,0.680,0.719,0.347,0.197,0.349,43,0,0,0
user_177,dest_42,view,2026-03-21T05:49:52.274Z,mixed,0.256,0.450,0.729,0.565,0.601,0.554,15,0,0,0
user_52,dest_7,view,2026-03-22T16:54:18.451Z,cultural,0.052,0.340,0.676,0.518,0.798,0.571,48,0,0,0
user_196,dest_79,save_trip,2026-03-08T04:04:16.162Z,mixed,0.516,0.493,0.762,0.651,0.473,0.512,48,1,0,1
user_198,dest_6,view,2026-03-22T17:45:05.121Z,mixed,0.053,0.971,0.349,0.324,0.621,0.775,2,0,1,1
user_60,dest_63,book,2026-03-26T19:45:15.644Z,mixed,0.638,0.885,0.401,0.570,0.979,0.733,18,1,1,1
user_130,dest_74,view,2026-03-13T07:32:47.658Z,relaxation,0.107,0.846,0.778,0.683,0.992,0.362,1,0,0,0
user_175,dest_73,book,2026-02-28T20:47:15.495Z,relaxation,0.296,0.715,0.608,0.695,0.441,0.530,49,1,0,1
user_117,dest_10,save_trip,2026-03-13T00:00:10.230Z,cultural,0.292,0.405,0.431,0.725,0.886,0.505,1,1,0,1
user_190,dest_67,view,2026-03-03T04:34:11.916Z,cultural,0.409,0.698,0.271,0.865,0.558,0.823,44,0,0,0
user_111,dest_93,view,2026-03-19T13:23:35.231Z,relaxation,0.842,0.541,0.781,0.647,0.741,0.569,23,0,1,1
user_155,dest_74,trip_click,2026-03-26T11:43:33.821Z,relaxation,0.107,0.725,0.257,0.394,0.994,0.707,11,1,0,1
user_98,dest_11,trip_click,2026-03-16T09:32:11.841Z,cultural,0.664,0.204,0.552,0.345,0.132,0.304,13,1,1,1
user_11,dest_33,book,2026-03-19T15:52:59.364Z,relaxation,0.784,0.418,0.856,0.344,0.255,0.686,26,1,1,1
user_134,dest_39,trip_click,2026-03-27T01:00:29.732Z,mixed,0.901,0.791,0.661,0.538,0.307,0.459,27,1,0,1
user_13,dest_41,view,2026-03-23T16:34:22.335Z,relaxation,0.335,0.940,0.364,0.628,0.488,0.803,34,0,1,1
user_120,dest_13,view,2026-03-12T05:12:21.342Z,adventure,0.122,0.766,0.716,0.962,0.085,0.686,12,0,0,0
user_123,dest_90,trip_click,2026-03-06T10:30:45.084Z,cultural,0.048,0.814,0.223,0.784,0.901,0.529,43,1,1,1
user_70,dest_66,view,2026-02-27T07:46:08.322Z,adventure,0.876,0.816,0.278,0.218,0.958,0.499,50,0,0,0
user_135,dest_45,trip_click,2026-03-04T02:11:41.304Z,relaxation,0.330,0.543,0.894,0.287,0.349,0.310,42,1,0,1
user_124,dest_22,view,2026-03-06T11:37:20.417Z,relaxation,0.929,0.508,0.813,0.298,0.673,0.501,11,0,1,1
user_126,dest_97,view,2026-03-18T08:59:28.570Z,cultural,0.668,0.740,0.555,0.510,0.891,0.811,29,0,1,1
user_150,dest_9,save,2026-03-13T16:06:18.596Z,relaxation,0.409,0.556,0.980,0.374,0.838,0.411,25,1,1,1
user_112,dest_65,trip_click,2026-03-01T00:14:01.920Z,adventure,0.662,0.703,0.303,0.305,0.222,0.531,18,1,1,1
user_37,dest_51,view,2026-03-09T17:35:20.737Z,mixed,0.666,0.781,0.466,0.558,0.232,0.646,16,0,1,1
user_6,dest_68,trip_click,2026-03-12T03:32:16.177Z,cultural,0.845,0.523,0.590,0.730,0.029,0.368,39,1,1,1
user_133,dest_39,trip_click,2026-03-24T16:28:21.527Z,mixed,0.901,0.716,0.279,0.947,0.207,0.863,9,1,1,1
user_121,dest_27,view,2026-03-17T18:09:25.826Z,cultural,0.284,0.531,0.734,0.623,0.327,0.776,30,0,0,0
