user_id,item_id,event_type,created_at,destination_category,event_weight,recency_weight,days_ago,interest_sightseeing,interest_culture,interest_history,interest_nature,interest_beach,interest_adventure,interest_relaxation,interest_strength,booking_rate,save_rate,exploration_rate,conversion_rate,travel_pace_preference,category_loyalty_score,user_unique_dests,user_active_days,feedback_positivity_rate,fb_rate_sightseeing,fb_rate_culture,fb_rate_history,fb_rate_nature,fb_rate_beach,fb_rate_adventure,fb_rate_relaxation,dest_feedback_rate,dest_pos_feedback_count,dest_total_feedback,cat_usage_share_sightseeing,cat_usage_share_culture,cat_usage_share_history,cat_usage_share_nature,cat_usage_share_beach,cat_usage_share_adventure,cat_usage_share_relaxation,cat_recency_sightseeing,cat_recency_culture,cat_recency_history,cat_recency_nature,cat_recency_beach,cat_recency_adventure,cat_recency_relaxation,aggregate_feedback_rating,booked_users_norm,weighted_engagement_norm,Sightseeing_dest_score,Culture_dest_score,History_dest_score,Nature_dest_score,Beach_dest_score,Adventure_dest_score,Relaxation_dest_score,click_frequency,user_item_affinity,category_diversity,trust_score,user_total_feedback_count,label
user_37,dest_79,save_trip,2026-03-06 20:21:36.848000+00:00,History,3,0.3559,20.66472757,0.7192,0.2152,0.289,0.4589,0.4956,0.4997,0.5428,0.5889,0.0526,0.1053,0.6842,0.1053,0,0.2135,0.7777,0.8638,0.7368,0.6667,0.5,0.8,0.75,0.75,0.4157,1,0.4048,0.8599,1,0.1579,0.1053,0.2632,0.2105,0.2105,0,0.0526,0.1434,0.2404,0.1718,0.0723,0.4041,1,0.5069,0.1928,0.6,0.9868,0.55,0,0.62,0.4,0,0,0,0,0.3962,0.232,0.646,0.6608,1
user_102,dest_11,view,2026-02-28 11:24:20.612000+00:00,History,0.5,0.2588,27.03783215,0.684,0.3751,0.4504,0.6071,0.3338,0.2804,0.2624,0.5671,0.0556,0.3889,0.5,0.2222,0,0.4081,0.6573,0.933,0.4444,0.6667,0.5,0.5,0,0,0.6667,0.4157,0.4839,0.7925,0.614,0.1667,0.1111,0.3333,0.1111,0.1111,0.1667,0,0.2428,0.1151,0.0217,0.7326,0.1337,0.1399,1,0.759,0.5,0.7483,0.78,0.82,0.9,0.4,0,0,0,0,0.6882,0.432,0.73,0.1252,1
user_183,dest_29,view,2026-03-22 10:44:38.808000+00:00,Sightseeing,0.5,0.7763,5.065399329,0.6921,0.1633,0.1339,0.7249,0.6383,0.4411,0.3713,0.5642,0.1579,0.1579,0.6316,0.2105,0,0.2135,0.7397,0.7921,0.2632,0.2,0.6667,0,0.3333,0,0.25,0.4157,0.5,0.7925,0.5725,0.2632,0.1579,0.1053,0.1579,0.1053,0.2105,0,0.1435,0.0277,0.5022,0.0608,0.893,0.2492,1,0.5301,0.2,0.5033,0.79,0,0,0.72,0,0.5,0,0,0.6178,0.585,0.368,0.3868,0
user_199,dest_41,trip_click,2026-03-01 07:29:35.394000+00:00,Nature,1,0.2698,26.20085551,0.737,0.568,0.587,0.0704,0.3846,0.327,0.295,0.6575,0.2308,0.1538,0.5385,0.3077,1,0.3383,0.5135,0.7178,0.7692,1,1,0.5,1,1,0.6667,0.4157,0.3333,0.5783,0.5725,0.1538,0.1538,0.3077,0.0769,0.0769,0.2308,0,0.2876,0.5854,0.3401,0.9035,0.1602,0.5296,1,0.3735,0.5,0.6424,0.52,0,0,0.78,0,0.7,0,0.6309,0.3514,0.764,0.457,0.2829,1
user_80,dest_54,trip_click,2026-03-22 16:01:39.177000+00:00,Culture,1,0.7848,4.845256169,0.7714,0.6661,0.3839,0.4746,0.2935,0.3188,0.406,0.6213,0,0.4375,0.4375,0.0625,0,0.519,0.6124,1,0.6875,1,0.5,1,0.3333,1,1,0.4157,0.3214,0.5238,0.4854,0.0625,0.375,0.125,0.1875,0.1875,0.0625,0,0.6439,0.1671,0.2918,0.6546,0.0339,0.3891,1,0.253,0.5,0.6026,0.62,0.65,0.42,0,0,0,0,0.6309,0.5343,0.712,0.865,0.9172,1
user_57,dest_11,view,2026-03-27 02:33:59.657000+00:00,History,0.5,0.9799,0.406130243,0.8667,0.4787,0.4984,0.5304,0.2512,0.4999,0.6053,0.6677,0.0769,0.3846,0.3846,0.3077,1,0.3383,0.5135,0.4772,0,0,0,0,0,0,0,0.4157,0.4839,0.7925,0.614,0.0769,0.1538,0.3077,0.1538,0.0769,0.2308,0,0.2394,0.5154,0.014,0.6031,0.7993,0.1457,1,0.759,0.5,0.7483,0.78,0.82,0.9,0.4,0,0,0,0,0.7656,0.625,0.373,0.8362,0
user_9,dest_34,save,2026-03-01 19:50:15.661000+00:00,Culture,2,0.2768,25.68650057,0.7907,0.254,0.0894,0.7512,0.7339,0.7784,0.4736,0.5364,0.125,0.3125,0.5,0.3125,1,0.519,0.6124,1,0.8125,1,1,0.5,1,0.5,0.8333,0.4157,0.3143,0.6281,0.7679,0.25,0.0625,0.125,0.0625,0.125,0.375,0,0.5182,0.8857,0.0135,0.518,0.0442,0.1363,1,0.4337,0.4,0.8013,0.65,0.74,0.52,0.42,0,0,0,0,0.5308,0.697,0.783,0.9326,1
user_179,dest_93,view,2026-03-11 14:35:38.863000+00:00,Culture,0.5,0.4515,15.90498203,0.4402,0.3307,0.1311,0.6392,0.4349,0.2974,1,0.3896,0.1,0.3,0.5,0.3,1,0.317,0.3348,0.6407,0.1,0.4157,0,0.4157,0,0,1,0,0.4,0.6738,0.5725,0,0.3,0,0.3,0.2,0.1,0.1,1,0.1414,1,0.2169,0.1746,0.9813,0.7919,0.3133,0.3,0.5828,0.6,0.72,0.66,0.38,0,0,0,0,0.4305,0.359,0.496,0.8656,0
user_28,dest_37,trip_click,2026-03-15 01:08:15.036000+00:00,Culture,1,0.5362,12.46567447,0.8236,0.6043,0.4631,0.4692,0.2427,0.2387,0.6313,0.6687,0.2143,0.0714,0.5714,0.2143,0,0.2771,0.5646,0.7921,0,0,0,0,0,0,0,0.4157,0.3929,0.6281,0.4854,0.1429,0.2857,0.1429,0.1429,0.0714,0.2143,0,0.0384,0.1907,0.0943,0.1261,0.9646,0.2202,1,0.5422,0.5,0.5364,0.7,0.83,0.78,0,0,0,0,0.6309,0.6712,0.131,0.797,0.4644,1
user_82,dest_8,trip_click,2026-03-26 12:54:28.107000+00:00,History,1,0.9524,0.975245405,0.6145,0.4739,0.3004,0.1682,0.7763,0.3127,0.7816,0.3784,0.0625,0.1875,0.5,0.25,0,0.1757,0.6124,0.8638,0.8125,1,1,0.5,1,0.6667,1,0.4157,0.5,0.8272,0.6542,0.125,0.1875,0.25,0.1875,0.1875,0.0625,0,0.2493,0.208,0.0336,0.0542,0.201,0.9518,1,0.8916,0.4,0.7219,0.75,0.86,0.91,0.38,0,0,0,0.6309,0.5866,0.278,0.637,0.9544,1
user_66,dest_56,view,2026-03-20 19:09:02.944000+00:00,Culture,0.5,0.7148,6.715119977,0.7528,0.7157,0.5433,0.4721,0.4256,0.7177,0.3004,0.4156,0.0714,0.0714,0.5714,0.0714,0,0.6568,0.5646,0.933,0,0,0,0,0,0,0,0.4157,0.4054,0.7925,0.8385,0.0714,0.4286,0.0714,0.1429,0.1429,0.1429,0,1,0.1316,0.7105,0.1333,0.6127,0.0298,1,0.3855,0.5,0.6623,0.55,0.68,0.62,0,0,0,0.38,0,0.6405,0.18,0.314,0.7404,0
user_66,dest_93,trip_click,2026-02-27 22:49:28.892000+00:00,Culture,1,0.2521,27.56204188,0.7528,0.7157,0.5433,0.4721,0.4256,0.7177,0.3004,0.4156,0.0714,0.0714,0.5714,0.0714,0,0.6568,0.5646,0.933,0,0,0,0,0,0,0,0.4157,0.4,0.6738,0.5725,0.0714,0.4286,0.0714,0.1429,0.1429,0.1429,0,1,0.1316,0.7105,0.1333,0.6127,0.0298,1,0.3133,0.3,0.5828,0.6,0.72,0.66,0.38,0,0,0,0.6309,0.6935,0.18,0.314,0.7404,1
user_156,dest_63,view,2026-02-25 21:53:10.388000+00:00,Nature,0.5,0.2276,29.60114493,0.6978,0.3364,0.2996,0.5307,0.2065,0.6311,0.3852,0.5684,0.2,0.1333,0.4667,0.2667,1,0.4081,0.5646,0.933,0.4667,0.4157,0,1,0.8,0.5,0,0.4157,0.5556,0.7925,0.4396,0,0.2,0.1333,0.3333,0.1333,0.2,0,1,0.2048,0.4936,0.2435,0.8075,0.0375,1,0.2892,0.6,0.6225,0.5,0,0,0.71,0,0.65,0,0,0.5596,0.496,0.61,0.3392,1
user_189,dest_34,book,2026-03-13 22:51:44.196000+00:00,Culture,4,0.5076,13.56047586,0.6721,0.6551,0.6694,0.5828,0.0886,0.208,0.1349,0.5143,0.1429,0.1429,0.4286,0.1429,0,0.2771,0.0989,1,0,0,0,0,0,0,0.4157,0.4157,0.3143,0.6281,0.7679,0.1429,0.2857,0.2857,0.1429,0.1429,0,0,0.2768,0.4676,0.0004,0.3421,1,1,1,0.4337,0.4,0.8013,0.65,0.74,0.52,0.42,0,0,0,0,0.6967,0.443,0.705,0.8362,1
user_33,dest_56,view,2026-03-07 04:24:52.101000+00:00,Culture,0.5,0.3619,20.32913436,0.6898,0.4669,0.2008,0.4884,0.463,0.4395,0.7051,0.479,0.125,0.375,0.4375,0.25,1,0.1757,0.6573,1,0.6875,0.5,0.75,1,0.75,0.5,0.5,0.4157,0.4054,0.7925,0.8385,0.125,0.25,0.125,0.25,0.125,0.125,0,0.4171,0.2306,0.0365,0.1912,0.0057,0.4604,1,0.3855,0.5,0.6623,0.55,0.68,0.62,0,0,0,0.38,0,0.5411,0.547,0.626,0.711,1
user_29,dest_20,save,2026-03-20 16:53:20.442000+00:00,Nature,2,0.7114,6.809361898,0.7418,0.348,0.2464,0.8041,0.1119,0.566,0.1036,0.6709,0.2857,0.2857,0.2143,0.2857,1,0.2771,0.5646,1,0.5714,0.4157,0.75,0.6667,0.5,0.5,0,0.4157,0.32,0.4636,0.3428,0,0.2857,0.2143,0.2857,0.1429,0.0714,0,1,0.2501,0.0237,0.0112,0.035,0.8197,1,0.5301,0.3,0.4503,0.78,0,0,0.83,0,0.65,0,0,0.7293,0.83,0.728,0.6784,1
user_50,dest_32,book,2026-03-16 04:17:29.561000+00:00,Adventure,4,0.5674,11.33425635,0.8086,0.2409,0.0439,1,0.4084,0.8167,0.391,0.7312,0.1875,0,0.75,0.1875,0,0.519,0.6124,0.5606,0.8125,0.4157,0.3333,1,1,0.5,1,0.4157,0.4286,0.6738,0.4854,0,0.1875,0.0625,0.375,0.125,0.25,0,1,0.2128,0.668,0.1428,0.5771,0.2785,1,0.5422,0.4,0.6026,0.58,0,0,0.72,0.78,0.84,0,0,0.8975,0.908,0.816,0.6784,1
user_52,dest_48,view,2026-03-06 05:06:25.439000+00:00,Beach,0.5,0.3447,21.30027628,0.6341,0.4296,0.3939,0.6315,0.0805,0.4503,0.3308,0.4896,0.1053,0.3684,0.4737,0.2632,1,0.2135,0.7397,0.6407,0.3684,0.4157,0.4,0.75,0.3333,0,0,0.5,0.3667,0.6281,0.5725,0,0.2632,0.2105,0.1579,0.1579,0.1053,0.1053,1,0.2274,0.01,0.0567,0.1658,0.7257,0.8287,0.3373,0.4,0.5629,0.38,0.45,0,0,0.74,0,0.7,0,0.3803,0.798,0.571,0.9876,0
user_44,dest_71,book,2026-03-08 08:59:37.288000+00:00,Adventure,4,0.3841,19.13833359,0.7065,0.2462,0.1075,0.6103,0.3358,0.6111,0.685,0.5485,0.1667,0.3333,0.3333,0.3889,1,0.2549,0.7397,0.8638,0.8333,0.6667,1,1,1,0.3333,1,1,0.5806,0.8908,0.614,0.1667,0.1667,0.0556,0.1111,0.1667,0.2778,0.0556,0.388,0.2762,0.02,0.1078,0.145,0.159,0.3679,0.5904,0.3,0.5762,0.55,0,0,0,0.72,0.76,0.48,0,0.6658,0.354,0.649,0.5264,1
user_190,dest_48,view,2026-03-01 06:03:35.453000+00:00,Beach,0.5,0.269,26.26057705,0.7855,0.4949,0.4192,0.439,0.3282,0.4924,0.2982,0.6594,0.1053,0.1579,0.7368,0.2632,0,0.2135,0.7397,0.933,0.4737,0,0.6,0.2,1,0.5,0.5,0.4157,0.3667,0.6281,0.5725,0.0526,0.2632,0.2632,0.1053,0.2105,0.1053,0,0.111,0.3482,0.1939,0.1401,0.0066,0.6155,1,0.3373,0.4,0.5629,0.38,0.45,0,0,0.74,0,0.7,0,0.4929,0.558,0.823,0.9614,0
user_73,dest_37,book,2026-03-14 15:35:14.714000+00:00,Culture,4,0.5256,12.86359486,0.6968,0.3697,0.2376,0.6579,0.3305,0.384,0.5189,0.5489,0.2105,0.2105,0.4737,0.2632,1,0.2135,0.7397,0.8638,0.6316,1,0.6667,1,0,0.3333,0.4157,0.4157,0.3929,0.6281,0.4854,0.2105,0.1579,0.2632,0.2105,0.1579,0,0,0.1368,0.1151,0.0254,0.2155,0.0306,1,1,0.5422,0.5,0.5364,0.7,0.83,0.78,0,0,0,0,0,0.4959,0.512,0.846,0.8838,1
user_118,dest_20,save_trip,2026-03-17 22:11:08.158000+00:00,Nature,3,0.6191,9.588670741,0.6854,0.2631,0.2291,0.7669,0.1645,0.6024,0.1793,0.5953,0.1333,0.3333,0.2667,0.2667,1,0.4081,0.5646,0.4772,0.3333,0,0.4157,0.25,0.4,0.5,0.5,0.4157,0.32,0.4636,0.3428,0.1333,0,0.2667,0.3333,0.1333,0.1333,0,0.4073,1,0.5067,0.1674,0.3655,0.9203,1,0.5301,0.3,0.4503,0.78,0,0,0.83,0,0.65,0,0.6309,0.7126,0.1,0.558,0.9091,1
user_114,dest_87,view,2026-03-12 05:23:57.868000+00:00,Culture,0.5,0.4656,15.28809539,0.6827,0.3504,0.3815,0.431,0.495,0.3663,0.4136,0.5463,0.25,0.3,0.25,0.45,1,0.317,0.7397,0.7178,0.55,0.3333,1,0.6667,1,0.6,0,0.4157,0.425,0.8599,0.9378,0.15,0.05,0.3,0.1,0.25,0.15,0,0.1627,0.5272,0.0204,0.1821,0.0176,0.029,1,0.0723,0.5,0.7682,0.57,0.63,0.4,0,0,0,0,0,0.3982,0.529,0.589,0.4644,1
user_108,dest_84,save_trip,2026-03-10 22:06:24.798000+00:00,Sightseeing,3,0.4362,16.59195037,0.7864,0.7076,0.5711,0.3632,0.104,0.1938,0.3235,0.7017,0.1034,0.3793,0.3793,0.3448,1,0.2496,1,1,0.6207,0.8333,0.5,0.2,1,0.5,1,1,0.3448,0.5783,0.5297,0.2069,0.2759,0.1724,0.069,0.1379,0.1034,0.0345,0.0647,0.1331,0.0014,0.6608,0.0733,0.0848,0.299,0.4458,0.3,0.6093,0.77,0.4,0,0.72,0,0,0.55,0,0.6319,0.343,0.548,0.925,1
user_104,dest_16,trip_click,2026-03-22 10:56:05.968000+00:00,Beach,1,0.7766,5.057446088,0.8795,0.6217,0.5914,0.4802,0.3128,0.3139,0.3624,0.7225,0.0476,0.381,0.381,0.381,1,0.5347,0.6996,1,0.619,0.5,0.5,0.75,0.5,0.3333,1,0.4157,0.4118,0.7556,0.7311,0.0952,0.0952,0.381,0.1905,0.1429,0.0952,0,0.2036,0.3828,0.0119,0.0332,0.0489,0.1375,1,0.6145,0.4,0.7285,0.6,0,0,0,0.85,0.78,0.55,0.6309,0.5987,0.727,0.517,0.8925,1
user_191,dest_49,trip_click,2026-03-26 18:58:16.887000+00:00,History,1,0.9645,0.722597488,0.7615,0.3811,0.4559,0.4825,0.2392,0.4957,0.2133,0.6773,0.0588,0.2941,0.3529,0.3529,1,0.4607,0.6573,0.933,0,0,0,0,0,0,0,0.4157,0.475,0.9201,0.9378,0.2941,0.0588,0.3529,0.1176,0.1176,0.0588,0,0.3229,0.084,0.0249,0.2146,0.2817,0.1351,1,0.2048,0.4,0.7417,0.45,0,0.7,0.65,0,0.52,0,0.6309,0.597,0.693,0.744,0.8257,1
user_3,dest_57,save,2026-03-08 04:39:44.473000+00:00,Beach,2,0.3806,19.31880598,0.6328,0.052,0.1222,0.7248,0.4652,0.5921,0.4324,0.5043,0,0.5,0.4375,0.375,1,0.519,0.5646,0.7178,0,0,0,0,0,0,0.4157,0.4157,0.5333,0.8272,0.5725,0.125,0.1875,0.125,0.375,0.1875,0,0,0.4819,0.1372,0.566,0.169,0.6662,1,1,0.3976,0.7,0.7616,0,0,0,0.4,0.75,0.48,0.7,0,0.5942,0.85,0.538,0.9876,1
user_198,dest_47,view,2026-03-25 19:30:35.809000+00:00,Adventure,0.5,0.9185,1.700156262,0.775,0.2854,0.1936,0.7434,0.3638,0.5087,0.2684,0.686,0.1579,0.2632,0.3684,0.2105,1,0.2135,0.7777,0.933,0.7895,1,0.5,0.5,0.8,1,1,0.4157,0.4545,0.7925,0.6932,0.1053,0.2105,0.1053,0.2632,0.1053,0.2105,0,0.029,0.1731,0.4696,0.6078,0.4592,0.0083,1,0.6024,0.5,0.6887,0.72,0,0,0.65,0,0.78,0,0,0.6707,0.621,0.775,0.1252,1
user_23,dest_4,view,2026-03-15 15:17:36.839000+00:00,Nature,0.5,0.5522,11.87583878,0.6504,0.4795,0.3711,0.4896,0.582,0.3949,0.6075,0.3768,0.1765,0.2941,0.4118,0.3529,1,0.1331,0.6996,0.8638,0.6471,0,0.5,0.75,1,0.5,1,0.4157,0.4146,0.8599,0.9693,0.0588,0.2353,0.2353,0.1765,0.2353,0.0588,0,0.6189,0.197,0.0627,0.2033,0.2839,0.824,1,0.7229,0.9,1,0.72,0,0,0.92,0,0.85,0,0,0.605,0.55,0.55,0.6008,1
user_39,dest_66,view,2026-03-07 17:15:41.133000+00:00,Culture,0.5,0.3717,19.79384464,0.692,0.358,0.4199,0.4143,0.2186,0.2956,0.199,0.6844,0.0952,0.2381,0.619,0.1429,0,0.1412,0.7777,0.933,0.619,0.6667,0.5,0.6,0.6667,0.5,1,0.4157,0.3684,0.7556,0.8724,0.1429,0.1905,0.2381,0.1429,0.1905,0.0952,0,0.385,0.4099,0.0392,0.7514,0.2687,0.3355,1,0.3855,0.6,0.9073,0.6,0.74,0.68,0,0,0,0,0,0.4898,0.641,0.839,0.7799,1
user_96,dest_35,view,2026-03-12 01:09:27.482000+00:00,Beach,0.5,0.4615,15.46483597,0.6869,0.5147,0.6179,0.3399,0.3627,0.2156,0.3032,0.5546,0.1905,0.1905,0.4286,0.2857,1,0.2771,0.7397,0.4772,0.5714,0,0.5,0.5,1,0.6,1,0.4157,0.2308,0.3199,0.3921,0.0952,0.2857,0.1905,0.0476,0.2381,0.1429,0,0.0159,0.0698,0.1066,0.0395,0.066,0.0174,1,0.5783,0.1,0.4106,0.55,0,0,0,0.82,0.6,0.76,0,0.5189,0.273,0.599,0.8748,1
user_136,dest_32,book,2026-03-16 12:03:32.249000+00:00,Adventure,4,0.5766,11.01061413,0.7795,0.3899,0.2377,0.4853,0.6855,0.7082,0.3559,0.5684,0.1538,0.2308,0.5385,0.1538,0,0.3383,0.4586,0.8638,0.5385,0.6667,0.3333,0,0,0.4157,1,0.4157,0.4286,0.6738,0.4854,0.2308,0.2308,0.0769,0.1538,0,0.3077,0,0.1442,0.0129,0.8538,0.6376,1,0.0598,1,0.5422,0.4,0.6026,0.58,0,0,0.72,0.78,0.84,0,0,0.8255,0.312,0.57,1,1
user_162,dest_15,trip_click,2026-03-05 23:38:38.214000+00:00,Culture,1,0.3408,21.5279062,0.62,0.183,0.0887,0.6521,0.375,0.5954,0.4831,0.487,0.2667,0.2667,0.4,0.4667,1,0.2235,0.6124,0.6407,0,0,0,0,0,0,0,0,0.3793,0.6281,0.5297,0.1333,0.1333,0.1333,0.1333,0.2667,0.1333,0.0667,0.6153,0.2694,0.1864,0.6515,0.1937,0.8589,1,0.6627,0.6,0.6821,0.8,0.89,0.85,0,0,0,0,0.6309,0.3846,0.031,0.386,0.9939,1
user_122,dest_60,save_trip,2026-02-27 01:47:40.012000+00:00,History,3,0.2413,28.43830206,0.8188,0.3893,0.1553,0.7971,0.2232,0.4087,0.2693,0.7715,0.1765,0.2353,0.4118,0.3529,1,0.3006,0.6124,0.933,0,0,0,0,0,0,0,0.4157,0.5405,0.948,0.8385,0.2941,0.1176,0.1176,0.1765,0.1765,0.1176,0,0.0674,0.1948,0.197,0.4783,0.0067,0.2216,1,0.2892,0.3,0.7748,0.58,0.42,0.64,0.45,0,0,0,0,0.544,0.106,0.317,0.8036,1
user_6,dest_26,view,2026-03-10 05:02:41.157000+00:00,Nature,0.5,0.421,17.30287214,0.7017,0.3473,0.6294,0.6589,0.0314,0.546,0.0565,0.5748,0.0588,0.2353,0.4118,0.1176,0,0.6142,0.6124,0.933,0.5294,0.5,0,0.7143,0.75,0,0,0.4157,0.4242,0.7556,0.6932,0.1176,0.1176,0.4118,0.2353,0.0588,0.0588,0,0.5168,0.0161,0.0409,0.0333,0.142,0.2439,1,0.6627,0.6,0.6887,0.6,0,0,0.82,0,0.78,0.45,0,0.6619,0.029,0.368,0.925,1
user_56,dest_57,save_trip,2026-03-24 07:03:53.821000+00:00,Beach,3,0.8513,3.218697789,0.5218,0.0988,0.1541,0.6201,0.5064,0.5842,0.7193,0.2848,0.0714,0.5,0.1429,0.5,1,0.4718,0.5646,0.7178,0,0,0.4157,0,0,0,0,0.4157,0.5333,0.8272,0.5725,0.1429,0,0.1429,0.2143,0.3571,0.1429,0,0.6894,1,0.6097,0.1587,0.0943,0.3407,1,0.3976,0.7,0.7616,0,0,0,0.4,0.75,0.48,0.7,0,0.6617,0.766,0.793,0.8036,1
user_43,dest_51,view,2026-03-25 04:04:20.662000+00:00,Beach,0.5,0.8894,2.34338713,0.6326,0.3698,0.1715,0.5683,0.2359,0.3427,0.7381,0.4896,0.1429,0.1429,0.7143,0.2857,0,0.6568,0.0989,0.7178,0.7143,0.4157,1,1,0.5,0.6667,0.4157,0.4157,0.3429,0.6738,0.7679,0,0.1429,0.1429,0.2857,0.4286,0,0,1,0.9572,0.5382,0.2427,0.0808,1,1,0.3253,0.5,0.7285,0.35,0,0,0.48,0.71,0,0.66,0,0.5647,0.31,0.679,0.9681,1
user_197,dest_40,view,2026-03-12 13:05:38.036000+00:00,Sightseeing,0.5,0.4731,14.9674916,0.8478,0.2952,0.1387,0.8847,0.1479,0.546,0.2346,0.8071,0.125,0.25,0.375,0.25,1,0.3515,0.6573,0.7921,0.375,0.2,0,0,0.75,0.5,0.5,0.4157,0.5161,0.8272,0.614,0.3125,0.0625,0.125,0.25,0.125,0.125,0,0.5161,0.1967,0.1132,0.5563,0.8779,0.3322,1,0.5181,0.5,0.6424,0.73,0,0,0.65,0.55,0,0,0,0.6127,0.831,0.588,0.578,0
user_71,dest_56,view,2026-03-27 10:30:24.865000+00:00,Culture,0.5,0.9962,0.075282928,0.7466,0.4113,0.2865,0.6026,0.3068,0.3822,0.2851,0.6655,0.2308,0.3077,0.3077,0.3077,1,0.2306,0.8812,1,0.5385,0.5714,0.6667,0.4286,0.25,0.75,1,0.4157,0.4054,0.7925,0.8385,0.2692,0.1154,0.2692,0.1538,0.1538,0.0385,0,0.0576,0.0026,0.266,0.418,0.2437,0.0369,1,0.3855,0.5,0.6623,0.55,0.68,0.62,0,0,0,0.38,0,0.4944,0.094,0.581,0.9401,1
user_147,dest_64,view,2026-03-03 12:21:32.493000+00:00,Culture,0.5,0.3012,23.99811131,0.9357,1,1,0.0466,0.0397,0,0.2971,0.9776,0,0.2667,0.5333,0.1333,0,0.9116,0.4586,0.5606,0.7333,1,0.6,0.75,0.4157,1,0.4157,0.4157,0.48,0.6738,0.3428,0.0667,0.3333,0.5333,0,0.0667,0,0,0.8013,0.1802,0.0124,1,0.829,1,1,0.3976,0.6,0.5497,0.65,0.7,0.42,0,0,0,0,0,0.7652,0.934,0.85,0.9939,0
user_53,dest_85,view,2026-03-08 20:15:15.639000+00:00,History,0.5,0.3932,18.66913971,0.5708,0.1548,0.0823,0.4864,0.599,0.6355,0.7311,0.3553,0.2,0.3,0.4,0.3,1,0.317,0.3348,0.4772,0.7,1,0.4157,0.6667,0.5,1,0,0.4157,0.3929,0.6281,0.4854,0.2,0,0.3,0.2,0.2,0.1,0,0.2498,1,0.1618,0.215,0.0205,0.6308,1,0.0241,0.3,0.5762,0.55,0.38,0.61,0,0,0,0,0,0.2184,0.945,0.817,0.9876,1
user_50,dest_92,view,2026-03-21 01:20:32.012000+00:00,Nature,0.5,0.7241,6.457144653,0.8086,0.2409,0.0439,1,0.4084,0.8167,0.391,0.7312,0.1875,0,0.75,0.1875,0,0.519,0.6124,0.5606,0.8125,0.4157,0.3333,1,1,0.5,1,0.4157,0.4242,0.7556,0.6932,0,0.1875,0.0625,0.375,0.125,0.25,0,1,0.2128,0.668,0.1428,0.5771,0.2785,1,0.5663,0.4,0.7682,0.68,0,0,0.75,0,0.58,0,0,0.779,0.908,0.816,0.6784,1
user_112,dest_84,view,2026-03-21 11:15:26.289000+00:00,Sightseeing,0.5,0.7392,6.044016447,0.8721,0.1348,0.0142,0.8814,0.3022,0.5591,0.7785,0.7594,0,0.2727,0.4545,0.0909,0,0.2405,0.3348,0.8638,0.5455,0,0.5,0.4157,0.6667,1,1,0,0.3448,0.5783,0.5297,0.0909,0.1818,0,0.2727,0.1818,0.0909,0.1818,0.2084,0.0115,1,0.1955,0.9505,0.5962,0.7825,0.4458,0.3,0.6093,0.77,0.4,0,0.72,0,0,0.55,0,0.7835,0.222,0.531,0.6951,0
user_108,dest_77,view,2026-03-11 06:34:55.616000+00:00,Beach,0.5,0.444,16.2388159,0.7864,0.7076,0.5711,0.3632,0.104,0.1938,0.3235,0.7017,0.1034,0.3793,0.3793,0.3448,1,0.2496,1,1,0.6207,0.8333,0.5,0.2,1,0.5,1,1,0.4074,0.6281,0.4396,0.2069,0.2759,0.1724,0.069,0.1379,0.1034,0.0345,0.0647,0.1331,0.0014,0.6608,0.0733,0.0848,0.299,0.5542,0.1,0.5166,0.38,0,0,0.48,0.74,0,0.68,0,0.4018,0.343,0.548,0.925,1
user_129,dest_89,book,2026-03-18 11:07:27.364000+00:00,History,4,0.6361,9.04955956,0.7838,0.3182,0.3266,0.3376,0.5523,0.5274,0.6017,0.6331,0.2083,0.2083,0.375,0.3333,1,0.2939,0.8483,0.7921,0.625,0.5,0.5,0.5,1,0.5714,1,1,0.56,0.7556,0.3428,0.0833,0.25,0.1667,0.0833,0.2917,0.0833,0.0417,0.0049,0.2039,0.0815,0.1051,0.0252,0.6825,0.6705,0.5783,0.3,0.4834,0.78,0.8,0.85,0,0,0,0,0,0.5626,0.37,0.628,0.9681,1
user_156,dest_50,view,2026-03-04 02:17:50.280000+00:00,Beach,0.5,0.3101,23.41734988,0.6978,0.3364,0.2996,0.5307,0.2065,0.6311,0.3852,0.5684,0.2,0.1333,0.4667,0.2667,1,0.4081,0.5646,0.933,0.4667,0.4157,0,1,0.8,0.5,0,0.4157,0.7143,0.948,0.4854,0,0.2,0.1333,0.3333,0.1333,0.2,0,1,0.2048,0.4936,0.2435,0.8075,0.0375,1,0.3012,0.6,0.7351,0.4,0,0,0,0.72,0,0.68,0,0.3627,0.496,0.61,0.3392,0
user_35,dest_78,save_trip,2026-03-21 16:21:39.895000+00:00,Sightseeing,3,0.7471,5.83135897,0.7045,0.5588,0.5815,0.2076,0.2664,0.2866,0.307,0.6155,0.2778,0.2778,0.4444,0.3889,1,0.4081,0.6573,0.2995,0,0,0,0,0,0,0,0.4157,0.2903,0.5238,0.614,0.1111,0.3333,0.1111,0.2222,0.1667,0.0556,0,0.2011,0.1978,0.5374,0.4968,0.2042,0.6002,1,0.1084,0.5,0.7285,0.6,0.38,0.55,0,0,0,0,0,0.4852,0.56,0.492,0.925,1
